id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temperature,egg_yolk_count,final_temperature,lemon_zest_ph,notes_baker,origin,oven_temperature,pastry_type,preheating_time,salt_ratio,sugar_content,vanilla_extract,quality_class
3067,75.0,28.0,40.0,96.9,81.0,12.0,294.0,3.2,,Lisboa,295.0,Pastel de Nata,232.0,39.67,63.9,3.3,OK
3068,64.0,31.0,29.0,97.7,72.0,13.0,184.0,3.1,,Lisboa,182.0,Pastel de nata,192.0,33.83,113.9,3.7,OK
3069,60.0,28.0,46.0,98.9,80.0,10.0,304.0,3.0,,Lisboa,300.0,Pastel De Nata,196.0,55.68,89.0,4.7,KO
3070,72.0,22.0,35.0,96.9,58.0,13.0,225.0,3.1,,Lisboa,227.0,Pastel De Nata,207.0,32.76,26.8,3.8,OK
3071,55.0,31.0,21.0,99.1,76.0,9.0,185.0,3.2,,Porto,184.0,Pastel De Nata,276.0,91.23,24.0,5.4,KO
3072,54.0,35.0,21.0,102.5,52.0,11.0,106.0,3.4,,Porto,109.0,Pastel de nata,263.0,88.53,21.3,8.4,OK
3073,67.0,16.0,32.0,95.6,54.0,9.0,177.0,3.3,,Lisboa,183.0,Pastel Nata,213.0,55.43,70.5,3.9,OK
3074,73.0,26.0,24.0,98.2,69.0,10.0,294.0,3.3,,Lisboa,303.0,Pastel de nata,204.0,42.81,106.5,5.7,OK
3075,61.0,29.0,37.0,98.2,36.0,12.0,161.0,3.3,,Lisboa,171.0,N/A,153.0,28.66,12.1,3.9,OK
3076,69.0,46.0,5.0,95.8,26.0,10.0,86.0,3.3,,Porto,78.0,Pastel De Nata,232.0,74.31,19.1,9.7,OK
3077,73.0,26.0,27.0,98.8,57.0,10.0,356.0,3.1,,Lisboa,363.0,Pastel de Nata,198.0,41.23,121.4,5.7,KO
3078,41.0,19.0,38.0,100.8,94.0,13.0,253.0,3.2,,Lisboa,240.0,Pastel De Nata,205.0,27.94,12.8,3.7,OK
3079,71.0,41.0,25.0,103.0,32.0,11.0,218.0,3.3,,Porto ,225.0,Pastel de nata,188.0,78.69,20.9,7.3,KO
3080,45.0,35.0,49.0,101.2,62.0,10.0,250.0,3.4,,Porto,235.0,Pastel de Nata,206.0,59.62,55.3,7.6,KO
3081,55.0,19.0,28.0,97.0,88.0,10.0,259.0,3.4,,Lisboa,268.0,Pastel Nata,198.0,35.95,17.1,5.1,OK
3082,47.0,29.0,24.0,99.9,65.0,9.0,348.0,3.3,,Lisboa,335.0,Pastel Nata,200.0,38.82,100.7,6.0,KO
3083,57.0,46.0,17.0,99.6,50.0,10.0,94.0,3.4,,Porto,108.0,Pastel de Nata,232.0,97.86,26.2,5.4,KO
3084,68.0,25.0,25.0,101.8,35.0,11.0,190.0,3.0,, Lisboa,182.0,Pastel De Nata,209.0,44.23,16.7,4.5,OK
3085,59.0,23.0,35.0,97.7,42.0,11.0,129.0,3.4,,Porto,123.0,Pastel de nata,249.0,74.39,25.6,7.8,OK
3086,76.0,25.0,35.0,98.8,64.0,10.0,324.0,3.1,,Lisboa,319.0,,224.0,83.94,16.1,4.9,KO
3087,65.0,47.0,0.0,98.6,46.0,9.0,86.0,3.3,,Porto,92.0,Pastel de nata,220.0,82.02,21.9,5.8,KO
3088,55.0,34.0,10.0,96.8,32.0,12.0,154.0,,,Lisboa,163.0,Pastel De Nata,157.0,35.34,13.0,5.3,KO
3089,63.0,40.0,0.0,96.3,31.0,12.0,67.0,3.5,,Porto,78.0,N/A,161.0,62.58,13.9,5.6,OK
3090,47.0,34.0,36.0,97.9,63.0,11.0,148.0,3.2,,Porto,133.0,Pastel De Nata,279.0,120.74,27.9,6.7,KO
3091,48.0,25.0,29.0,98.6,84.0,11.0,209.0,3.3,,Lisboa,214.0,Pastel Nata,198.0,24.79,27.3,6.2,OK
3092,78.0,27.0,56.0,97.6,22.0,11.0,79.0,3.2,,Porto,74.0,Pastel de nata,318.0,173.32,35.9,7.0,OK
3093,72.0,24.0,31.0,98.2,71.0,11.0,322.0,3.1,,LISBOA,322.0,Pastel de Nata,198.0,30.99,127.4,4.0,OK
3094,56.0,24.0,25.0,101.4,106.0,10.0,281.0,3.4,,,295.0,Pastel Nata,174.0,43.04,182.1,4.7,KO
3095,79.0,27.0,24.0,97.3,59.0,12.0,247.0,3.3,,LISBOA,247.0,,176.0,34.05,23.1,5.7,OK
3096,64.0,23.0,52.0,99.3,53.0,10.0,218.0,3.1,,Lisboa,222.0,N/A,232.0,44.12,31.9,3.6,KO
3097,62.0,25.0,32.0,98.8,58.0,9.0,202.0,3.2,,Lisboa,217.0,Pastel De Nata,226.0,31.49,63.9,4.5,OK
3098,42.0,24.0,51.0,97.2,81.0,10.0,345.0,3.2,,Lisboa,339.0,N/A,201.0,46.95,80.4,5.0,OK
3099,51.0,21.0,33.0,96.8,41.0,11.0,365.0,3.3,,Lisboa,371.0,Pastel de nata,193.0,42.74,11.5,4.5,OK
3100,76.0,26.0,0.0,100.1,96.0,10.0,302.0,3.3,,Lisboa,294.0,,148.0,45.72,64.2,6.1,OK
3101,66.0,19.0,47.0,99.9,83.0,9.0,279.0,3.1,,Lisboa,285.0,,228.0,44.94,179.5,4.1,KO
3102,63.0,20.0,23.0,95.3,119.0,9.0,283.0,3.4,,LISBOA,298.0,Pastel Nata,182.0,50.97,120.6,4.0,KO
3103,57.0,38.0,2.0,100.7,22.0,10.0,71.0,3.4,,Porto,73.0,Pastel de Nata,203.0,116.75,21.0,6.7,KO
3104,76.0,30.0,45.0,100.2,33.0,10.0,110.0,3.6,,Porto,114.0,,235.0,89.68,28.1,6.3,OK
3105,44.0,38.0,0.0,98.8,34.0,9.0,121.0,3.3,,Porto,117.0,Pastel Nata,210.0,189.33,20.1,6.1,OK
3106,71.0,25.0,25.0,96.2,86.0,10.0,259.0,3.3,,Lisboa,263.0,Pastel de Nata,184.0,39.53,64.6,,KO
3107,45.0,25.0,47.0,98.7,162.0,9.0,326.0,3.0,,Lisboa,323.0,Pastel De Nata,194.0,198.05,35.7,3.9,KO
3108,76.0,21.0,19.0,98.0,103.0,9.0,342.0,3.1,,Lisboa,341.0,Pastel de nata,219.0,51.39,136.7,5.1,KO
3109,76.0,45.0,12.0,101.3,34.0,10.0,89.0,3.5,,Porto,93.0,Pastel Nata,237.0,86.75,26.2,6.9,KO
3110,52.0,23.0,27.0,97.5,70.0,13.0,173.0,3.0,,Lisboa,178.0,Pastel De Nata,175.0,38.32,13.2,6.0,OK
3111,59.0,25.0,23.0,94.4,71.0,13.0,195.0,2.9,,Lisboa,190.0,Pastel de Nata,195.0,37.37,31.6,6.9,OK
3112,71.0,25.0,33.0,99.9,,11.0,302.0,3.3,,Lisboa,284.0,Pastel De Nata,234.0,36.59,66.5,6.2,OK
3113,48.0,42.0,7.0,100.2,42.0,10.0,117.0,3.4,,Porto,124.0,Pastel de nata,221.0,77.29,18.8,5.1,KO
3114,43.0,26.0,40.0,97.8,121.0,11.0,268.0,3.1,,Lisboa,276.0,Pastel Nata,186.0,47.41,108.6,6.2,OK
3115,77.0,20.0,28.0,99.9,47.0,9.0,215.0,3.3,,Lisboa,220.0,Pastel Nata,220.0,36.55,106.8,4.9,OK
3116,78.0,32.0,47.0,97.5,48.0,9.0,306.0,3.1,,Lisboa,325.0,,185.0,53.5,74.8,4.0,KO
3117,53.0,24.0,41.0,96.5,70.0,12.0,210.0,3.1,,Lisboa,214.0,Pastel de Nata,197.0,29.5,78.2,5.9,OK
3118,50.0,31.0,11.0,95.7,22.0,11.0,123.0,3.5,,Lisboa,124.0,Pastel De Nata,154.0,28.44,10.8,4.7,KO
3119,71.0,22.0,68.0,100.0,114.0,9.0,357.0,3.2,,Lisboa,362.0,N/A,193.0,42.8,77.4,4.4,OK
3120,51.0,29.0,22.0,98.3,59.0,10.0,271.0,3.3,,Lisboa,272.0,N/A,199.0,51.77,51.9,3.4,KO
3121,64.0,29.0,22.0,95.2,20.0,13.0,136.0,3.0,,Lisboa,132.0,Pastel de nata,188.0,23.91,19.0,8.2,OK
3122,71.0,21.0,38.0,99.8,81.0,9.0,192.0,3.0,,Lisboa,206.0,Pastel Nata,210.0,58.48,11.3,4.0,KO
3123,75.0,39.0,3.0,97.8,64.0,9.0,110.0,3.0,,Porto,119.0,N/A,228.0,80.64,42.3,5.0,KO
3124,45.0,26.0,33.0,97.0,63.0,10.0,205.0,3.3,,Lisboa,199.0,Pastel De Nata,184.0,35.53,104.7,5.4,OK
3125,56.0,28.0,13.0,98.9,57.0,9.0,186.0,3.1,,Lisboa,,N/A,212.0,55.09,12.4,4.4,KO
3126,68.0,31.0,70.0,100.0,22.0,13.0,93.0,3.1,,Porto,86.0,,314.0,111.01,40.9,6.8,OK
3127,69.0,18.0,78.0,97.0,52.0,10.0,214.0,3.3,,,242.0,Pastel de nata,222.0,34.58,16.2,4.4,OK
3128,78.0,18.0,33.0,96.7,45.0,9.0,295.0,2.9,,Lisboa,290.0,N/A,201.0,34.0,127.4,3.6,OK
3129,72.0,22.0,33.0,100.8,270.0,9.0,383.0,3.5,,Lisboa,372.0,Pastel de Nata,218.0,58.26,178.4,4.4,KO
3130,64.0,21.0,28.0,95.0,43.0,12.0,172.0,3.3,,Lisboa,186.0,N/A,193.0,33.56,17.9,3.9,OK
3131,61.0,27.0,45.0,96.7,64.0,9.0,308.0,3.2,,Lisboa,308.0,Pastel de nata,204.0,63.36,159.8,5.8,KO
3132,65.0,32.0,38.0,97.3,81.0,14.0,239.0,3.0,,Lisboa,239.0,Pastel De Nata,212.0,40.12,27.9,4.4,OK
3133,73.0,20.0,51.0,102.3,88.0,10.0,289.0,3.0,,LISBOA,300.0,Pastel de nata,240.0,37.4,16.8,3.7,OK
3134,64.0,25.0,27.0,101.4,83.0,12.0,189.0,3.3,,Lisboa,197.0,,200.0,11.85,24.3,3.9,OK
3135,55.0,23.0,25.0,97.5,101.0,10.0,341.0,3.3,,Lisboa,346.0,,226.0,49.79,139.0,4.5,OK
3136,42.0,20.0,27.0,101.2,62.0,13.0,256.0,3.2,,Lisboa ,259.0,Pastel de nata,203.0,31.72,21.6,5.9,OK
3137,57.0,31.0,22.0,99.2,59.0,13.0,203.0,3.2,,Lisboa,202.0,Pastel De Nata,216.0,34.98,58.5,5.9,OK
3138,58.0,54.0,0.0,95.4,62.0,9.0,159.0,3.6,,Porto,144.0,N/A,239.0,96.34,34.6,7.0,KO
3139,46.0,26.0,32.0,102.8,137.0,10.0,374.0,3.2,,Lisboa,369.0,Pastel de Nata,199.0,45.12,78.7,4.9,OK
3140,71.0,33.0,21.0,95.3,48.0,13.0,196.0,3.3,,Lisboa,201.0,Pastel De Nata,204.0,31.46,41.5,5.4,OK
3141,53.0,26.0,28.0,94.0,39.0,12.0,193.0,3.0,,Lisboa,203.0,,222.0,20.52,83.5,4.3,OK
3142,65.0,23.0,24.0,101.1,287.0,10.0,486.0,3.5,,LISBOA,470.0,Pastel Nata,178.0,39.84,16.8,5.4,KO
3143,78.0,26.0,27.0,99.8,42.0,9.0,249.0,3.1,,Lisboa,230.0,Pastel de nata,188.0,48.55,48.5,3.9,KO
3144,74.0,22.0,32.0,101.0,118.0,10.0,294.0,3.3,,Lisboa,294.0,Pastel De Nata,188.0,48.85,152.9,5.3,OK
3145,79.0,20.0,40.0,99.0,112.0,10.0,306.0,3.1,,Lisboa,307.0,Pastel de Nata,194.0,45.31,89.2,5.5,OK
3146,80.0,41.0,8.0,100.5,42.0,11.0,99.0,3.6,,Porto,85.0,Pastel De Nata,169.0,68.48,21.1,7.6,OK
3147,76.0,18.0,47.0,95.6,123.0,11.0,349.0,3.6,,Lisboa,336.0,N/A,199.0,45.13,24.2,8.2,OK
3148,77.0,26.0,48.0,99.6,44.0,10.0,295.0,3.2,,Lisboa,279.0,,163.0,50.12,26.0,6.4,OK
3149,60.0,26.0,38.0,98.5,41.0,9.0,286.0,3.4,,Lisboa,298.0,Pastel Nata,197.0,57.72,159.8,6.0,KO
3150,45.0,39.0,1.0,99.2,26.0,10.0,73.0,3.7,,Porto,88.0,Pastel Nata,199.0,79.05,19.1,7.6,KO
3151,70.0,43.0,19.0,96.1,32.0,9.0,150.0,3.2,,Porto,162.0,Pastel Nata,252.0,95.33,21.9,5.7,KO
3152,41.0,23.0,50.0,102.1,132.0,9.0,285.0,3.1,,Lisboa,282.0,Pastel de Nata,214.0,47.59,127.6,4.7,OK
3153,72.0,49.0,21.0,104.3,31.0,9.0,119.0,3.4,,Porto,109.0,Pastel Nata,243.0,73.86,21.9,5.5,KO
3154,79.0,32.0,56.0,98.3,32.0,12.0,81.0,3.3,,Porto,85.0,Pastel de Nata,310.0,94.52,40.1,10.0,OK
3155,71.0,25.0,52.0,99.0,20.0,10.0,155.0,3.1,,Lisboa,139.0,N/A,208.0,28.67,17.3,4.3,KO
3156,76.0,34.0,11.0,98.2,41.0,14.0,182.0,3.5,,Porto,183.0,N/A,162.0,48.94,21.9,9.1,OK
3157,45.0,21.0,29.0,98.3,143.0,9.0,278.0,3.0,,Lisboa,269.0,,232.0,57.3,118.8,3.1,OK
3158,51.0,28.0,39.0,98.9,34.0,12.0,90.0,3.2,,Porto,86.0,N/A,270.0,113.1,35.8,7.3,OK
3159,60.0,37.0,20.0,99.6,92.0,11.0,339.0,3.4,,Lisboa,326.0,N/A,196.0,53.99,163.4,5.5,OK
3160,48.0,26.0,38.0,95.5,114.0,12.0,266.0,3.3,,Lisboa,258.0,Pastel de Nata,158.0,30.06,105.1,4.6,OK
3161,52.0,20.0,28.0,94.8,65.0,12.0,263.0,3.2,,Lisboa,268.0,Pastel de nata,175.0,39.87,34.6,3.7,OK
3162,50.0,25.0,22.0,97.5,50.0,10.0,271.0,3.2,,Lisboa,261.0,Pastel De Nata,230.0,55.41,126.8,4.9,KO
3163,55.0,23.0,49.0,96.5,46.0,11.0,253.0,3.2,,Lisboa,246.0,Pastel Nata,210.0,41.98,13.4,4.3,OK
3164,66.0,25.0,49.0,96.3,63.0,12.0,202.0,3.0,,Lisboa,189.0,Pastel De Nata,277.0,34.28,68.8,3.3,KO
3165,57.0,30.0,33.0,101.6,80.0,11.0,322.0,3.2,,Lisboa,319.0,N/A,227.0,56.61,101.0,6.3,KO
3166,45.0,30.0,30.0,96.4,107.0,12.0,299.0,3.5,,Lisboa,296.0,Pastel Nata,191.0,29.81,31.9,8.1,OK
3167,49.0,42.0,0.0,98.7,20.0,10.0,91.0,3.4,,Porto,76.0,Pastel de nata,229.0,89.24,55.3,5.3,OK
3168,70.0,24.0,25.0,99.8,34.0,10.0,188.0,3.1,,,178.0,Pastel De Nata,209.0,49.6,19.0,4.0,KO
3169,58.0,35.0,65.0,99.1,30.0,13.0,104.0,3.2,,Porto,89.0,Pastel Nata,311.0,71.9,28.9,8.3,OK
3170,52.0,19.0,29.0,98.3,88.0,9.0,332.0,3.1,,Lisboa,339.0,Pastel Nata,216.0,46.82,144.8,5.1,OK
3171,78.0,37.0,33.0,102.1,26.0,13.0,68.0,3.2,,Porto,76.0,,243.0,72.92,24.9,7.4,OK
3172,77.0,47.0,10.0,99.9,22.0,10.0,95.0,3.3,,Porto,97.0,Pastel de nata,282.0,79.21,21.0,5.5,OK
3173,69.0,22.0,25.0,95.4,79.0,11.0,210.0,3.0,,Lisboa,202.0,Pastel de Nata,186.0,41.34,20.6,6.0,OK
3174,52.0,26.0,31.0,98.4,60.0,12.0,296.0,3.4,,Lisboa,282.0,Pastel de Nata,175.0,47.05,27.4,7.2,OK
3175,69.0,23.0,41.0,99.5,128.0,9.0,353.0,3.1,,Lisboa,345.0,Pastel De Nata,200.0,54.29,72.6,4.7,OK
3176,71.0,24.0,21.0,95.8,73.0,12.0,218.0,3.0,,,213.0,Pastel de Nata,188.0,33.86,10.8,3.9,OK
3177,74.0,25.0,31.0,99.3,90.0,9.0,350.0,,,Lisboa,334.0,Pastel Nata,,51.35,82.7,4.5,OK
3178,75.0,21.0,50.0,98.5,80.0,11.0,287.0,3.2,,Lisboa,298.0,N/A,201.0,36.48,14.6,4.5,OK
3179,48.0,20.0,45.0,97.7,30.0,9.0,81.0,3.0,,Porto,87.0,Pastel de nata,450.0,76.22,21.2,8.6,OK
3180,73.0,22.0,28.0,97.1,83.0,9.0,366.0,3.3,,,349.0,Pastel de nata,205.0,73.39,40.6,6.7,KO
3181,41.0,16.0,30.0,98.8,92.0,10.0,197.0,3.2,,Lisboa,194.0,Pastel Nata,210.0,38.48,103.2,3.8,OK
3182,49.0,23.0,34.0,96.9,58.0,12.0,228.0,3.3,,Lisboa,216.0,N/A,180.0,34.5,10.9,3.8,OK
3183,57.0,55.0,2.0,99.1,40.0,11.0,94.0,3.5,,Porto,83.0,Pastel De Nata,195.0,60.61,23.7,6.0,OK
3184,50.0,28.0,33.0,97.0,30.0,10.0,237.0,3.2,,Lisboa,238.0,,219.0,40.25,15.4,6.8,KO
3185,55.0,38.0,20.0,95.2,26.0,11.0,80.0,3.4,,Porto,83.0,Pastel Nata,212.0,57.8,18.0,5.1,KO
3186,74.0,27.0,37.0,95.7,49.0,13.0,236.0,2.9,,Lisboa,238.0,Pastel de Nata,252.0,35.95,21.0,9.7,OK
3187,78.0,18.0,28.0,97.0,60.0,9.0,248.0,2.9,,Lisboa,253.0,Pastel de nata,228.0,49.0,153.7,4.2,OK
3188,53.0,25.0,51.0,97.4,89.0,10.0,318.0,3.0,,Lisboa,302.0,Pastel De Nata,207.0,51.32,130.0,5.4,OK
3189,47.0,23.0,42.0,97.4,84.0,10.0,260.0,3.4,,Lisboa,275.0,N/A,234.0,40.48,36.6,4.6,OK
3190,42.0,24.0,46.0,100.1,105.0,9.0,334.0,3.2,,Lisboa,332.0,Pastel de Nata,201.0,46.38,77.4,5.6,KO
3191,57.0,22.0,20.0,96.3,83.0,9.0,332.0,3.1,,Lisboa,337.0,Pastel de Nata,195.0,64.41,11.1,4.9,OK
3192,59.0,28.0,48.0,98.7,76.0,10.0,273.0,3.1,,LISBOA,278.0,,222.0,46.22,150.1,5.4,KO
3193,41.0,43.0,26.0,97.7,20.0,10.0,110.0,3.2,,Porto,104.0,Pastel Nata,284.0,96.18,19.8,4.1,KO
3194,73.0,17.0,29.0,100.6,66.0,10.0,232.0,3.5,,Lisboa,205.0,,202.0,57.99,48.4,4.5,OK
3195,74.0,20.0,39.0,96.3,54.0,12.0,181.0,3.3,,Lisboa,196.0,N/A,179.0,20.39,7.9,3.1,OK
3196,74.0,33.0,21.0,98.1,113.0,11.0,318.0,3.4,,Lisboa,323.0,Pastel de nata,191.0,46.72,145.9,5.7,KO
3197,49.0,53.0,13.0,99.2,36.0,10.0,129.0,3.4,,Porto,131.0,Pastel de Nata,252.0,92.17,25.1,5.2,KO
3198,58.0,45.0,28.0,95.7,60.0,9.0,265.0,3.2,,LISBOA,278.0,Pastel Nata,194.0,68.46,35.8,3.9,KO
3199,73.0,18.0,32.0,99.3,68.0,12.0,176.0,3.2,,Lisboa,169.0,Pastel de nata,212.0,32.28,11.2,3.7,OK
3200,57.0,40.0,12.0,99.9,76.0,9.0,357.0,3.2,,Lisboa,348.0,Pastel de Nata,190.0,59.74,46.2,4.6,KO
3201,53.0,24.0,38.0,100.5,24.0,11.0,266.0,3.5,,Lisboa,258.0,Pastel Nata,185.0,49.29,9.0,4.9,OK
3202,48.0,25.0,51.0,94.1,110.0,9.0,338.0,3.2,,Lisboa,335.0,Pastel Nata,224.0,64.05,138.0,5.0,KO
3203,63.0,20.0,27.0,97.6,48.0,,229.0,3.0,,Lisboa,206.0,N/A,211.0,35.45,95.4,3.4,OK
3204,51.0,22.0,39.0,95.6,26.0,12.0,176.0,3.2,,Lisboa,184.0,Pastel de Nata,220.0,35.08,63.0,4.4,KO
3205,64.0,24.0,26.0,97.7,92.0,10.0,241.0,3.4,,Lisboa,229.0,Pastel de Nata,,35.03,21.1,5.0,OK
3206,78.0,24.0,28.0,100.7,85.0,11.0,273.0,3.0,,Lisboa,281.0,Pastel de Nata,245.0,32.44,78.5,3.1,KO
3207,70.0,26.0,37.0,98.6,16.0,12.0,64.0,3.2,,Porto,65.0,Pastel De Nata,297.0,61.91,16.8,5.7,OK
3208,65.0,15.0,25.0,95.5,96.0,10.0,182.0,3.3,,Lisboa,189.0,N/A,203.0,51.7,145.2,3.4,OK
3209,,18.0,28.0,98.7,79.0,11.0,,2.9,,,187.0,Pastel De Nata,203.0,42.09,25.9,4.8,OK
3210,44.0,24.0,28.0,94.5,64.0,11.0,270.0,3.1,,Lisboa,282.0,Pastel de Nata,230.0,26.69,46.1,2.5,OK
3211,77.0,27.0,22.0,99.0,86.0,10.0,245.0,3.3,,Lisboa,245.0,Pastel De Nata,194.0,44.96,170.1,6.7,OK
3212,58.0,27.0,45.0,98.6,50.0,9.0,174.0,3.2,,Porto,185.0,Pastel Nata,294.0,90.17,24.6,4.2,KO
3213,78.0,24.0,24.0,96.8,20.0,10.0,104.0,3.4,,Porto,97.0,,189.0,84.96,18.1,4.3,KO
3214,42.0,20.0,39.0,96.0,138.0,9.0,419.0,3.1,,Lisboa ,419.0,Pastel de nata,185.0,37.09,66.1,3.7,OK
3215,56.0,33.0,14.0,100.4,40.0,11.0,101.0,3.4,,Porto,106.0,Pastel de nata,211.0,77.47,28.2,4.8,KO
3216,43.0,27.0,35.0,99.4,38.0,10.0,311.0,3.3,,Lisboa,301.0,,169.0,46.76,10.7,6.5,OK
3217,43.0,44.0,0.0,101.3,37.0,9.0,110.0,3.3,,Porto,100.0,N/A,271.0,84.82,32.0,4.5,KO
3218,72.0,23.0,28.0,103.8,112.0,10.0,282.0,3.0,,Lisboa,272.0,Pastel de Nata,197.0,52.44,116.8,5.6,OK
3219,45.0,25.0,50.0,97.2,,9.0,246.0,3.0,,Lisboa,257.0,Pastel Nata,208.0,43.25,38.2,4.0,OK
3220,78.0,25.0,41.0,100.3,99.0,9.0,393.0,3.2,,Lisboa,369.0,Pastel De Nata,234.0,43.47,144.9,6.3,KO
3221,63.0,25.0,28.0,101.5,49.0,11.0,209.0,3.3,,Lisboa,195.0,Pastel de Nata,191.0,40.52,31.1,4.6,OK
3222,61.0,44.0,21.0,98.4,38.0,10.0,97.0,3.6,,,96.0,Pastel Nata,201.0,84.9,17.7,6.6,KO
3223,74.0,51.0,52.0,96.6,35.0,9.0,153.0,3.0,,Porto,152.0,Pastel Nata,253.0,431.76,17.2,12.0,KO
3224,72.0,21.0,34.0,98.8,51.0,11.0,282.0,3.2,,Lisboa,281.0,Pastel de nata,222.0,57.63,13.8,5.5,OK
3225,76.0,28.0,33.0,99.8,58.0,10.0,309.0,3.2,,Lisboa,301.0,Pastel De Nata,178.0,49.42,10.8,7.5,OK
3226,78.0,31.0,24.0,100.8,99.0,9.0,277.0,3.1,,Lisboa,276.0,Pastel Nata,217.0,55.12,86.8,5.0,KO
3227,54.0,21.0,33.0,96.1,53.0,11.0,218.0,3.3,,Lisboa,221.0,Pastel de Nata,197.0,42.41,54.6,5.4,OK
3228,66.0,37.0,4.0,97.2,20.0,12.0,83.0,3.7,,Porto,70.0,Pastel De Nata,165.0,47.61,17.2,5.6,KO
3229,55.0,24.0,40.0,97.3,73.0,13.0,257.0,3.3,,Lisboa,250.0,N/A,161.0,28.35,12.0,3.7,OK
3230,73.0,28.0,28.0,99.4,72.0,10.0,139.0,3.5,,Porto,151.0,,224.0,85.02,19.9,4.8,KO
3231,56.0,17.0,27.0,102.8,38.0,11.0,162.0,3.1,,Lisboa,170.0,N/A,208.0,31.32,22.0,5.7,OK
3232,47.0,33.0,0.0,98.4,59.0,11.0,111.0,3.5,,Porto,116.0,Pastel De Nata,180.0,76.41,19.0,5.4,KO
3233,53.0,35.0,37.0,99.4,46.0,10.0,191.0,3.1,,Lisboa,188.0,Pastel de Nata,215.0,97.79,117.1,4.8,KO
3234,46.0,32.0,39.0,100.8,79.0,10.0,135.0,3.2,,Porto,149.0,,295.0,81.93,25.4,5.5,KO
3235,43.0,24.0,47.0,99.0,132.0,10.0,323.0,3.2,,Lisboa,318.0,N/A,193.0,39.69,114.1,4.9,OK
3236,43.0,62.0,9.0,99.0,24.0,9.0,89.0,3.3,,Porto,105.0,N/A,249.0,67.57,22.2,5.6,OK
3237,75.0,30.0,31.0,100.2,30.0,11.0,110.0,3.4,,Porto,119.0,N/A,265.0,85.79,58.0,7.8,OK
3238,75.0,31.0,32.0,97.9,60.0,11.0,216.0,3.0,,Lisboa,227.0,N/A,179.0,45.12,73.0,3.6,OK
3239,55.0,41.0,30.0,97.1,43.0,9.0,107.0,3.2,,Porto,119.0,,263.0,88.32,28.0,5.1,KO
3240,51.0,24.0,27.0,94.4,62.0,12.0,153.0,3.1,,Lisboa,156.0,Pastel Nata,172.0,65.66,34.3,3.8,OK
3241,53.0,28.0,32.0,95.1,41.0,12.0,80.0,3.2,,Porto,91.0,Pastel De Nata,219.0,59.61,20.3,7.5,OK
3242,52.0,28.0,35.0,99.7,90.0,10.0,367.0,3.1,,Lisboa,368.0,Pastel de Nata,197.0,53.68,25.6,6.0,KO
3243,72.0,26.0,34.0,95.0,78.0,13.0,210.0,3.3,,Lisboa,201.0,Pastel de Nata,188.0,30.03,48.1,6.2,OK
3244,60.0,32.0,39.0,97.9,30.0,9.0,273.0,3.4,,Lisboa,271.0,,208.0,46.57,89.1,4.6,OK
3245,75.0,27.0,28.0,100.0,68.0,10.0,262.0,3.5,,Lisboa,252.0,Pastel Nata,187.0,46.31,60.1,5.6,OK
3246,71.0,25.0,40.0,99.9,44.0,13.0,110.0,3.4,,Porto,115.0,Pastel Nata,258.0,82.61,24.1,7.1,OK
3247,72.0,46.0,1.0,99.4,73.0,12.0,127.0,3.4,,Porto,116.0,,231.0,62.4,20.8,5.7,OK
3248,47.0,41.0,6.0,99.7,26.0,10.0,74.0,3.7,,Porto,94.0,Pastel de nata,213.0,83.12,,7.3,KO
3249,54.0,20.0,43.0,100.7,57.0,10.0,300.0,3.4,,Lisboa,301.0,Pastel de Nata,218.0,57.94,21.1,6.0,OK
3250,70.0,29.0,16.0,98.4,127.0,9.0,416.0,3.1,,Lisboa,412.0,Pastel Nata,214.0,47.17,151.9,4.2,KO
3251,58.0,22.0,37.0,98.4,116.0,10.0,354.0,3.1,,Lisboa,351.0,Pastel Nata,250.0,39.53,116.3,5.7,OK
3252,57.0,37.0,64.0,100.8,22.0,11.0,77.0,3.1,,Porto,71.0,Pastel Nata,331.0,122.87,36.3,7.6,OK
3253,76.0,27.0,37.0,98.5,78.0,13.0,230.0,3.0,,Lisboa,215.0,Pastel de nata,214.0,32.4,21.1,4.7,OK
3254,52.0,29.0,31.0,98.8,88.0,13.0,205.0,3.2,,Lisboa,209.0,N/A,188.0,32.89,21.6,5.2,OK
3255,51.0,40.0,16.0,97.3,39.0,10.0,,3.4,,Porto,140.0,Pastel De Nata,209.0,78.26,23.3,5.1,KO
3256,54.0,22.0,24.0,97.1,93.0,10.0,296.0,3.2,,Lisboa,291.0,Pastel de Nata,195.0,47.76,34.1,5.1,OK
3257,76.0,21.0,38.0,96.4,100.0,8.0,305.0,3.2,,Lisboa,291.0,Pastel De Nata,240.0,45.15,144.3,6.5,OK
3258,80.0,17.0,29.0,,51.0,11.0,161.0,3.4,,Lisboa,167.0,,177.0,49.23,19.4,6.6,OK
3259,72.0,30.0,40.0,100.0,22.0,11.0,65.0,3.4,,Porto,67.0,Pastel De Nata,252.0,66.46,18.5,6.6,OK
3260,50.0,38.0,53.0,99.2,70.0,11.0,127.0,3.2,,Porto,127.0,,287.0,91.74,24.1,7.6,OK
3261,69.0,18.0,32.0,96.8,26.0,10.0,166.0,3.3,,Lisboa,165.0,Pastel Nata,160.0,37.77,55.0,4.1,OK
