id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temperature,egg_yolk_count,final_temperature,lemon_zest_ph,notes_baker,origin,oven_temperature,pastry_type,preheating_time,salt_ratio,sugar_content,vanilla_extract
5634,77.0,28,57,97.8,24.0,9.0,99.0,3.0,,Porto,78.0,Pastel de Nata,327.0,151.02,21.1,10.8
5635,69.0,20,27,97.1,48.0,10.0,194.0,3.1,,Lisboa,206.0,Pastel de nata,209.0,38.01,96.5,3.7
5636,50.0,24,32,100.1,92.0,12.0,216.0,2.9,,Lisboa,206.0,Pastel Nata,229.0,51.84,12.0,4.3
5637,75.0,34,20,101.8,66.0,10.0,138.0,3.4,,Porto,134.0,Pastel de Nata,221.0,77.97,18.8,6.4
5638,58.0,47,12,98.5,49.0,11.0,116.0,3.1,,Lisboa,125.0,Pastel de Nata,204.0,38.41,61.9,2.5
5639,74.0,32,14,100.8,45.0,11.0,184.0,3.2,,Lisboa,193.0,Pastel de nata,226.0,45.79,107.1,3.3
5640,67.0,41,17,100.4,60.0,10.0,275.0,3.2,,Porto,247.0,,272.0,86.25,28.7,5.3
5641,79.0,24,41,102.5,130.0,10.0,357.0,3.1,,Lisboa,341.0,N/A,193.0,45.57,81.9,4.8
5642,70.0,28,35,99.7,20.0,11.0,85.0,3.3,,Porto,65.0,N/A,236.0,66.66,18.7,5.6
5643,79.0,18,33,98.9,87.0,11.0,225.0,3.2,,Lisboa,227.0,N/A,185.0,36.03,87.1,4.3
5644,57.0,26,30,95.5,40.0,13.0,158.0,3.4,,Lisboa,169.0,Pastel Nata,205.0,27.92,33.9,6.2
5645,67.0,32,4,98.1,86.0,10.0,226.0,3.3,,Lisboa,242.0,,150.0,38.28,183.4,5.9
5646,63.0,37,46,93.2,85.0,11.0,289.0,3.1,,Lisboa,284.0,N/A,217.0,34.22,140.8,3.7
5647,44.0,32,24,99.2,91.0,11.0,294.0,3.1,,Lisboa,292.0,Pastel de Nata,236.0,30.2,116.4,4.1
5648,58.0,27,29,99.2,68.0,11.0,242.0,3.5,,Lisboa,247.0,Pastel de Nata,186.0,44.99,61.0,5.6
5649,68.0,27,31,100.8,91.0,12.0,291.0,3.4,,LISBOA,274.0,,178.0,34.25,32.4,5.9
5650,67.0,25,29,98.3,81.0,13.0,243.0,3.1,,Lisboa,234.0,Pastel de nata,218.0,24.81,76.2,6.2
5651,40.0,22,26,98.8,160.0,10.0,373.0,3.2,,Lisboa,374.0,Pastel Nata,196.0,49.87,149.8,3.8
5652,72.0,19,38,96.3,41.0,12.0,175.0,3.1,,Lisboa,194.0,Pastel Nata,242.0,40.28,13.0,6.4
5653,47.0,44,8,97.3,93.0,10.0,127.0,3.4,,Porto,129.0,N/A,210.0,64.55,20.8,6.5
5654,58.0,26,32,96.5,60.0,11.0,189.0,3.2,,Lisboa,194.0,Pastel De Nata,172.0,36.42,74.1,4.7
5655,64.0,25,40,99.9,38.0,11.0,161.0,2.9,,Lisboa,139.0,Pastel De Nata,274.0,43.41,9.8,2.4
5656,44.0,49,24,100.6,20.0,11.0,80.0,3.4,,Porto,73.0,Pastel de nata,221.0,58.65,25.9,5.9
5657,66.0,43,0,101.0,46.0,9.0,105.0,3.4,,Porto,89.0,,212.0,83.73,23.4,5.3
5658,65.0,22,22,97.3,131.0,10.0,326.0,3.2,,Lisboa,348.0,Pastel Nata,210.0,39.01,53.3,7.7
5659,48.0,22,28,99.4,131.0,11.0,238.0,3.3,,Lisboa,252.0,Pastel de Nata,180.0,39.47,39.0,5.4
5660,45.0,23,31,98.9,67.0,10.0,219.0,3.4,,Lisboa,212.0,N/A,190.0,35.42,85.9,4.4
5661,60.0,21,15,100.8,210.0,9.0,379.0,3.0,,Lisboa,360.0,Pastel de Nata,185.0,48.08,95.0,2.9
5662,43.0,40,50,98.4,20.0,12.0,91.0,3.2,,Porto,78.0,Pastel Nata,393.0,73.66,27.7,5.8
5663,65.0,23,32,100.2,80.0,9.0,336.0,3.1,,Lisboa,334.0,N/A,218.0,68.98,138.6,5.6
5664,73.0,26,23,98.8,77.0,11.0,288.0,3.4,,Lisboa,278.0,,180.0,50.17,41.3,4.9
5665,48.0,21,28,98.7,38.0,11.0,214.0,2.9,,Lisboa,226.0,,224.0,37.66,81.2,3.4
5666,64.0,20,55,99.0,133.0,9.0,380.0,3.0,,Lisboa,372.0,Pastel de nata,252.0,47.76,171.0,4.8
5667,55.0,20,30,100.3,18.0,12.0,93.0,3.2,,Lisboa,92.0,Pastel Nata,217.0,18.95,9.2,3.7
5668,48.0,26,38,100.0,30.0,11.0,137.0,3.2,,Lisboa,153.0,Pastel de Nata,173.0,36.33,25.7,5.9
5669,44.0,19,30,99.2,105.0,10.0,256.0,3.3,,Lisboa,275.0,Pastel de nata,246.0,53.02,53.8,4.0
5670,55.0,25,51,95.9,84.0,9.0,251.0,3.0,,Lisboa,256.0,Pastel de nata,215.0,44.67,37.1,4.3
5671,65.0,41,2,100.3,46.0,10.0,101.0,3.4,,,94.0,Pastel de nata,217.0,79.39,18.7,7.3
5672,62.0,26,40,97.3,72.0,12.0,261.0,3.1,,Lisboa,254.0,N/A,218.0,37.37,68.4,2.9
5673,51.0,41,12,100.5,88.0,12.0,118.0,3.4,,Porto,121.0,N/A,262.0,,17.8,8.4
5674,63.0,22,32,97.6,121.0,10.0,429.0,3.3,,Lisboa,423.0,N/A,204.0,44.64,92.3,5.0
5675,78.0,36,45,100.4,22.0,10.0,88.0,3.1,,Porto,86.0,Pastel de nata,303.0,61.55,25.1,5.9
5676,69.0,47,66,98.9,47.0,9.0,145.0,2.9,,Porto,146.0,Pastel de Nata,275.0,402.9,17.3,
5677,71.0,45,22,98.1,40.0,10.0,187.0,2.9,,Lisboa ,188.0,Pastel Nata,293.0,42.32,62.3,3.5
5678,68.0,22,29,98.6,71.0,10.0,230.0,3.2,,Lisboa,235.0,Pastel Nata,202.0,37.2,13.6,4.7
5679,68.0,32,33,98.7,49.0,11.0,109.0,3.2,,Porto,108.0,Pastel de nata,317.0,99.09,25.3,7.4
5680,68.0,20,37,100.4,126.0,10.0,262.0,3.3,,Lisboa,257.0,,175.0,39.85,47.0,6.1
5681,53.0,19,39,99.8,110.0,10.0,324.0,3.4,,lisboa,322.0,,206.0,52.91,72.5,5.2
5682,58.0,42,7,100.3,39.0,11.0,130.0,3.4,,Porto,118.0,Pastel Nata,185.0,66.88,18.1,5.3
5683,45.0,23,30,98.4,76.0,11.0,310.0,3.1,,Lisboa,314.0,Pastel Nata,227.0,49.54,177.3,6.1
5684,80.0,20,37,100.4,58.0,12.0,182.0,2.9,,LISBOA,179.0,Pastel De Nata,217.0,49.83,22.7,3.5
5685,43.0,19,28,104.7,115.0,11.0,269.0,3.2,,Lisboa,259.0,Pastel De Nata,185.0,46.76,177.0,3.3
5686,54.0,25,37,96.5,33.0,12.0,108.0,3.3,,Porto,98.0,Pastel De Nata,283.0,79.97,21.8,8.5
5687,69.0,23,36,98.4,137.0,10.0,366.0,3.2,,Lisboa,360.0,Pastel de Nata,197.0,37.8,84.3,5.1
5688,53.0,27,39,98.8,75.0,12.0,267.0,3.0,,Lisboa,261.0,N/A,218.0,37.54,66.5,3.0
5689,46.0,27,26,96.1,145.0,10.0,353.0,3.1,,Lisboa,366.0,Pastel Nata,226.0,50.47,156.2,6.8
5690,42.0,28,22,95.9,99.0,11.0,289.0,3.2,,Lisboa,266.0,Pastel de Nata,187.0,38.49,51.4,4.1
5691,43.0,23,54,96.2,73.0,9.0,267.0,3.1,,Lisboa,263.0,N/A,194.0,54.17,155.7,4.8
5692,47.0,19,37,98.8,63.0,11.0,165.0,3.3,,Lisboa,162.0,Pastel Nata,204.0,28.09,14.8,4.6
5693,72.0,44,0,94.7,32.0,12.0,74.0,3.5,,Porto,80.0,Pastel Nata,201.0,59.11,44.6,5.5
5694,43.0,34,38,99.5,24.0,9.0,79.0,3.2,,Porto,72.0,Pastel Nata,319.0,60.16,19.9,6.4
5695,55.0,27,24,98.5,58.0,13.0,235.0,3.3,,Lisboa,237.0,Pastel De Nata,199.0,39.13,46.4,3.4
5696,53.0,39,10,96.4,66.0,10.0,204.0,3.0,,Porto,219.0,N/A,240.0,103.82,18.0,4.5
5697,51.0,26,26,,118.0,10.0,317.0,3.1,,Lisboa,320.0,N/A,190.0,51.43,77.5,5.2
5698,60.0,21,43,101.2,78.0,11.0,246.0,3.0,,Lisboa,224.0,Pastel de nata,208.0,43.72,62.6,4.9
5699,63.0,16,34,99.0,56.0,10.0,250.0,3.3,,Lisboa,246.0,Pastel de Nata,166.0,38.9,9.9,4.6
5700,41.0,24,24,95.7,91.0,11.0,329.0,3.3,,Lisboa,332.0,Pastel de Nata,199.0,51.17,30.1,3.8
5701,65.0,29,35,95.4,44.0,12.0,183.0,3.1,,Lisboa,192.0,Pastel de Nata,251.0,36.78,10.2,3.3
5702,78.0,22,25,100.3,73.0,9.0,311.0,3.0,,Lisboa,296.0,,214.0,69.4,153.2,4.4
5703,41.0,43,11,97.5,43.0,9.0,116.0,3.3,,Porto,110.0,N/A,241.0,85.88,28.7,5.4
5704,50.0,23,36,96.9,150.0,10.0,338.0,3.1,,Lisboa,335.0,Pastel De Nata,199.0,38.94,116.5,5.0
5705,66.0,44,13,97.9,34.0,10.0,95.0,3.3,,Porto,81.0,N/A,230.0,76.01,20.3,5.5
5706,75.0,21,30,96.3,42.0,12.0,183.0,3.3,,Lisboa,185.0,Pastel De Nata,182.0,34.41,19.2,3.7
5707,70.0,25,37,99.3,70.0,12.0,175.0,3.2,,Lisboa,191.0,,227.0,46.23,14.0,5.0
5708,62.0,28,43,96.8,71.0,10.0,283.0,3.2,,Lisboa,291.0,N/A,214.0,57.62,67.2,4.3
5709,53.0,22,71,97.1,82.0,10.0,382.0,3.0,,Lisboa,385.0,Pastel de nata,301.0,55.33,99.7,4.4
5710,58.0,18,46,98.8,76.0,12.0,243.0,3.1,,Lisboa,248.0,,228.0,22.18,12.8,5.5
5711,64.0,29,35,98.1,83.0,13.0,227.0,3.3,,LISBOA,222.0,N/A,186.0,36.12,48.3,6.1
5712,79.0,27,30,96.9,26.0,11.0,188.0,3.3,,,197.0,Pastel de nata,183.0,36.28,58.5,4.1
5713,47.0,25,26,99.1,99.0,11.0,236.0,3.4,,Lisboa,242.0,N/A,154.0,22.08,66.1,3.9
5714,48.0,25,42,98.7,109.0,9.0,305.0,3.2,,Lisboa,307.0,Pastel De Nata,211.0,47.34,71.4,4.5
5715,70.0,23,30,97.0,67.0,12.0,238.0,3.4,,Lisboa,222.0,Pastel De Nata,188.0,29.77,33.1,7.3
5716,51.0,46,0,101.6,54.0,10.0,110.0,3.4,,Porto,98.0,Pastel De Nata,217.0,91.7,16.1,5.8
5717,68.0,31,35,100.8,22.0,11.0,81.0,3.3,,Porto,82.0,Pastel Nata,222.0,79.15,25.5,5.6
5718,78.0,19,34,95.0,95.0,12.0,259.0,3.3,,Lisboa,273.0,Pastel Nata,192.0,39.71,16.5,5.8
5719,40.0,27,30,97.2,78.0,12.0,267.0,3.1,,Lisboa,265.0,Pastel Nata,210.0,45.26,73.4,5.4
5720,79.0,41,0,98.6,113.0,10.0,173.0,3.2,,Porto,165.0,Pastel De Nata,208.0,91.19,42.1,4.5
5721,74.0,34,41,98.8,53.0,11.0,127.0,3.2,,Porto,126.0,Pastel Nata,310.0,69.89,20.0,7.2
5722,60.0,27,27,99.4,153.0,9.0,415.0,3.2,,Lisboa,396.0,,251.0,39.79,75.0,5.7
5723,40.0,24,38,103.5,74.0,11.0,226.0,3.2,,Lisboa,214.0,Pastel de nata,206.0,49.15,85.6,
5724,64.0,27,23,98.7,24.0,9.0,84.0,3.4,,Porto,102.0,Pastel De Nata,213.0,76.97,20.4,4.8
5725,63.0,26,30,98.4,50.0,13.0,234.0,3.1,,Lisboa,243.0,Pastel de Nata,189.0,50.76,22.8,5.0
5726,76.0,19,53,100.7,18.0,10.0,81.0,3.3,,Porto,85.0,,341.0,101.57,40.8,9.1
5727,75.0,41,36,101.2,65.0,11.0,124.0,3.3,,Porto,129.0,,239.0,82.62,28.0,5.8
5728,59.0,30,50,100.7,49.0,10.0,127.0,3.1,,Porto,125.0,Pastel Nata,342.0,102.56,20.2,5.8
5729,47.0,39,1,98.5,34.0,10.0,62.0,3.2,,Porto,77.0,Pastel De Nata,232.0,85.56,17.7,5.9
5730,72.0,39,26,99.8,90.0,13.0,247.0,3.2,,lisboa,227.0,Pastel de Nata,228.0,30.99,56.6,5.2
5731,77.0,29,22,96.4,58.0,10.0,195.0,3.2,,Lisboa,219.0,Pastel de Nata,199.0,53.51,84.0,4.3
5732,45.0,26,32,102.4,103.0,11.0,341.0,3.1,,Lisboa,342.0,Pastel de Nata,234.0,36.03,16.7,4.8
5733,80.0,34,31,101.5,72.0,10.0,121.0,3.3,,Porto,133.0,N/A,215.0,60.73,21.5,6.5
5734,53.0,24,20,97.5,77.0,11.0,244.0,3.0,, Lisboa,249.0,Pastel de nata,194.0,38.59,36.8,3.6
5735,47.0,24,29,101.7,89.0,10.0,308.0,3.3,,Lisboa,315.0,Pastel de nata,201.0,37.26,75.8,5.4
5736,47.0,21,36,100.1,146.0,10.0,340.0,3.2,,Lisboa,323.0,Pastel de nata,213.0,45.4,160.5,7.4
5737,59.0,25,32,96.2,72.0,13.0,242.0,3.4,,Lisboa,239.0,N/A,176.0,41.72,20.5,4.1
5738,63.0,24,25,99.1,114.0,12.0,209.0,2.9,,Lisboa,198.0,Pastel de nata,268.0,24.12,50.1,4.9
5739,63.0,31,32,97.1,69.0,9.0,281.0,3.2,,Lisboa,276.0,Pastel Nata,198.0,51.71,91.6,5.2
5740,61.0,27,41,100.9,36.0,10.0,173.0,3.4,,Lisboa,177.0,N/A,202.0,,15.1,6.1
5741,54.0,18,49,98.0,73.0,10.0,214.0,3.1,,Lisboa,197.0,Pastel Nata,251.0,56.69,17.2,4.0
5742,46.0,34,26,96.2,55.0,9.0,135.0,3.5,,Porto,130.0,N/A,237.0,88.41,18.9,7.4
5743,51.0,30,36,100.3,78.0,10.0,345.0,3.1,,LISBOA,348.0,Pastel de Nata,193.0,35.75,33.8,7.5
5744,57.0,32,72,97.3,104.0,9.0,354.0,3.3,,Lisboa,353.0,Pastel de nata,187.0,99.41,70.3,4.5
5745,49.0,24,67,99.8,116.0,9.0,287.0,2.9,,Lisboa,297.0,Pastel Nata,229.0,36.98,80.4,4.0
5746,79.0,24,39,98.1,52.0,10.0,228.0,3.2,,lisboa,224.0,N/A,216.0,39.38,11.8,7.2
5747,47.0,30,25,100.4,114.0,11.0,337.0,3.0,,,332.0,Pastel de nata,212.0,48.06,18.2,5.5
5748,58.0,23,38,100.0,26.0,10.0,90.0,3.3,,Porto,85.0,Pastel Nata,245.0,75.78,13.7,7.1
5749,43.0,22,43,95.9,107.0,9.0,347.0,3.2,,Lisboa,346.0,Pastel de nata,192.0,40.49,119.9,5.3
5750,78.0,23,33,98.9,147.0,10.0,296.0,3.1,,Lisboa,285.0,Pastel de Nata,205.0,45.94,133.8,4.9
5751,69.0,23,37,97.4,163.0,10.0,329.0,3.2,,lisboa,347.0,,218.0,45.53,76.9,4.4
5752,65.0,43,25,99.1,18.0,9.0,97.0,3.3,,Porto,84.0,Pastel de nata,279.0,72.5,17.0,7.5
5753,66.0,22,42,97.2,109.0,9.0,328.0,3.0,,Lisboa,331.0,,203.0,57.12,145.4,4.7
5754,66.0,26,34,96.7,20.0,9.0,257.0,3.2,,Lisboa,243.0,Pastel de Nata,199.0,51.78,60.5,3.9
5755,79.0,33,26,96.2,56.0,11.0,217.0,3.3,,Lisboa,214.0,N/A,177.0,28.73,14.1,3.6
5756,40.0,23,25,96.4,65.0,10.0,260.0,3.3,,Lisboa,259.0,Pastel De Nata,191.0,37.52,70.3,6.0
5757,43.0,25,38,98.9,103.0,12.0,284.0,3.2,,Lisboa,271.0,Pastel de nata,155.0,30.63,52.4,3.2
5758,52.0,28,63,94.4,22.0,9.0,93.0,3.1,,Porto,76.0,,316.0,151.03,21.6,10.3
5759,49.0,28,24,97.8,57.0,9.0,233.0,3.4,,Lisboa,229.0,N/A,192.0,68.47,20.7,5.2
5760,74.0,23,38,101.9,122.0,10.0,281.0,3.2,,Lisboa,277.0,Pastel Nata,179.0,51.58,58.0,9.3
5761,60.0,23,32,97.7,79.0,9.0,316.0,3.1,,Lisboa,333.0,N/A,214.0,70.98,141.9,5.3
5762,43.0,23,64,99.9,44.0,10.0,247.0,3.2,,Lisboa,253.0,Pastel Nata,176.0,82.21,11.8,4.1
5763,78.0,29,26,99.2,87.0,11.0,327.0,3.3,,Lisboa,331.0,Pastel de Nata,186.0,37.29,27.6,4.9
5764,62.0,23,22,96.4,104.0,11.0,289.0,3.9,,Lisboa,291.0,Pastel de nata,158.0,33.52,51.4,5.3
5765,48.0,25,34,94.8,84.0,13.0,285.0,3.1,,Lisboa,284.0,,184.0,37.0,34.3,3.8
5766,69.0,18,70,98.7,58.0,12.0,235.0,3.3,,Lisboa,240.0,Pastel de nata,212.0,42.62,133.5,3.8
5767,60.0,18,29,98.9,28.0,11.0,195.0,3.2,,Lisboa,191.0,Pastel de nata,177.0,35.01,13.1,5.3
5768,57.0,18,36,98.9,64.0,10.0,222.0,3.4,,Lisboa,215.0,N/A,192.0,36.47,15.0,4.8
5769,64.0,20,29,101.3,81.0,9.0,276.0,3.4,,Lisboa,283.0,Pastel de nata,187.0,35.25,58.3,4.0
5770,42.0,20,36,97.9,89.0,9.0,229.0,3.3,,Lisboa,227.0,Pastel de nata,200.0,34.88,13.2,9.6
5771,69.0,20,39,100.9,57.0,9.0,215.0,2.8,,Lisboa,213.0,,246.0,47.4,21.4,4.6
5772,73.0,46,9,96.5,78.0,10.0,267.0,3.2,,Lisboa,259.0,Pastel De Nata,195.0,45.95,75.0,3.7
5773,71.0,27,32,100.4,82.0,12.0,260.0,3.4,,Lisboa,263.0,Pastel Nata,210.0,31.77,51.9,4.7
5774,64.0,47,5,101.9,18.0,11.0,71.0,3.3,,Porto,67.0,Pastel Nata,214.0,84.83,47.0,3.8
5775,75.0,22,29,97.7,59.0,11.0,225.0,3.1,,Lisboa,219.0,Pastel Nata,207.0,51.64,18.3,4.4
5776,80.0,50,18,101.5,21.0,10.0,134.0,3.4,,porto,123.0,Pastel Nata,208.0,235.1,23.7,5.9
5777,53.0,23,24,97.9,148.0,11.0,287.0,3.2,,Lisboa,282.0,Pastel de Nata,205.0,44.02,19.9,5.2
5778,64.0,20,30,99.3,43.0,11.0,189.0,3.2,,Lisboa,205.0,N/A,218.0,33.05,63.5,5.3
5779,44.0,23,36,97.2,69.0,10.0,283.0,3.5,,Lisboa,293.0,,213.0,47.11,127.4,4.6
5780,63.0,25,30,99.6,75.0,11.0,307.0,3.4,,Lisboa,282.0,Pastel De Nata,233.0,37.37,69.5,6.4
5781,74.0,28,30,98.4,125.0,12.0,261.0,3.1,,Lisboa,251.0,N/A,181.0,34.49,37.1,3.3
5782,79.0,21,32,100.5,77.0,10.0,233.0,3.4,,Lisboa,234.0,Pastel de nata,190.0,28.51,78.1,4.1
5783,58.0,22,32,99.8,91.0,12.0,249.0,3.2,,Lisboa,247.0,Pastel De Nata,181.0,32.31,90.2,2.6
5784,51.0,20,149,99.6,77.0,12.0,200.0,3.3,,Lisboa,218.0,Pastel Nata,222.0,21.32,20.5,5.5
5785,69.0,28,37,97.7,34.0,12.0,176.0,2.9,,Lisboa,165.0,,192.0,22.74,15.1,3.7
5786,41.0,29,36,103.0,44.0,11.0,190.0,3.1,,Lisboa,190.0,Pastel de Nata,243.0,35.13,9.9,3.4
5787,56.0,21,34,98.4,115.0,12.0,305.0,3.4,,Lisboa,321.0,,181.0,34.37,10.1,4.6
5788,80.0,24,33,98.2,56.0,11.0,189.0,3.1,,Lisboa,191.0,N/A,230.0,18.39,90.6,3.1
5789,46.0,26,28,99.1,150.0,10.0,400.0,3.1,,Lisboa,402.0,Pastel de nata,241.0,39.73,76.9,5.5
5790,59.0,65,10,99.4,21.0,11.0,87.0,3.6,,Porto,68.0,N/A,231.0,84.37,30.9,6.3
5791,47.0,23,36,103.3,62.0,9.0,218.0,3.2,,Lisboa,202.0,Pastel De Nata,148.0,32.06,64.2,4.2
5792,62.0,19,27,99.7,100.0,9.0,302.0,2.9,,Lisboa,289.0,Pastel De Nata,216.0,56.51,135.2,4.1
5793,67.0,28,30,95.3,40.0,10.0,200.0,3.2,,Lisboa,189.0,Pastel De Nata,200.0,134.89,24.8,6.3
5794,54.0,26,9,99.5,115.0,10.0,257.0,3.2,,Lisboa,260.0,Pastel de nata,200.0,39.95,14.1,4.2
5795,61.0,38,9,97.7,117.0,12.0,207.0,3.3,,Lisboa,194.0,Pastel De Nata,130.0,39.68,51.8,4.1
5796,76.0,23,28,97.9,63.0,13.0,181.0,3.2,,Lisboa,183.0,Pastel Nata,209.0,37.92,77.5,3.3
5797,79.0,25,57,98.8,36.0,12.0,213.0,3.2,,Lisboa,208.0,N/A,232.0,45.62,18.3,5.0
5798,50.0,22,40,97.3,81.0,11.0,216.0,3.1,,Lisboa,232.0,Pastel de Nata,256.0,26.85,11.8,3.8
5799,45.0,23,74,98.7,104.0,9.0,291.0,3.0,,Lisboa,282.0,Pastel de Nata,223.0,38.26,123.7,4.2
5800,78.0,19,28,96.3,55.0,9.0,203.0,3.1,,Lisboa,198.0,Pastel Nata,218.0,49.59,45.4,4.7
5801,69.0,26,27,97.4,77.0,13.0,185.0,3.2,,Lisboa,191.0,N/A,179.0,39.74,47.4,5.7
5802,47.0,21,37,96.5,80.0,11.0,245.0,3.0,,Lisboa,240.0,Pastel Nata,178.0,42.3,90.2,2.9
5803,60.0,26,28,96.7,57.0,12.0,165.0,3.3,,Lisboa,171.0,Pastel de nata,194.0,39.05,40.0,6.7
5804,46.0,45,19,99.6,30.0,10.0,115.0,3.4,,Porto,105.0,Pastel De Nata,247.0,79.44,24.4,6.2
5805,67.0,30,37,96.5,82.0,13.0,216.0,3.4,,Lisboa,219.0,Pastel de nata,216.0,41.08,11.1,5.0
5806,54.0,43,0,98.1,74.0,11.0,153.0,3.1,,Lisboa,164.0,Pastel Nata,206.0,33.65,127.8,5.0
5807,70.0,20,40,97.2,92.0,11.0,201.0,3.0,,Lisboa,202.0,N/A,211.0,54.98,98.1,5.7
5808,67.0,23,25,95.2,104.0,10.0,325.0,3.1,,Lisboa,324.0,,186.0,53.78,80.8,5.2
5809,53.0,27,26,96.0,102.0,11.0,332.0,3.2,,Lisboa,323.0,,171.0,44.45,25.5,3.8
5810,40.0,24,55,96.8,92.0,10.0,328.0,3.2,,Lisboa,341.0,,187.0,35.95,17.2,6.0
5811,44.0,22,31,100.0,153.0,11.0,315.0,3.0,,Lisboa,309.0,N/A,212.0,36.87,124.4,5.8
5812,52.0,40,2,102.9,82.0,12.0,127.0,3.4,,Porto,128.0,Pastel Nata,195.0,60.36,20.2,7.3
5813,48.0,31,13,98.4,32.0,11.0,140.0,3.3,,Lisboa,145.0,Pastel de nata,177.0,39.47,13.9,5.2
5814,50.0,19,34,96.9,28.0,11.0,151.0,3.6,,Lisboa,156.0,N/A,176.0,42.64,11.9,6.7
5815,52.0,18,31,96.8,69.0,11.0,262.0,3.1,,Lisboa,251.0,N/A,255.0,38.02,69.7,3.3
5816,65.0,20,37,97.9,53.0,11.0,151.0,3.2,,Lisboa ,161.0,Pastel De Nata,224.0,38.05,9.7,3.9
5817,58.0,36,19,97.3,30.0,10.0,115.0,3.4,,Porto,117.0,Pastel Nata,224.0,75.08,19.0,5.4
5818,71.0,61,9,102.5,24.0,9.0,98.0,3.3,,Porto,107.0,Pastel de Nata,248.0,66.64,23.1,5.6
5819,46.0,19,20,98.6,123.0,10.0,248.0,3.3,,Porto,249.0,Pastel De Nata,189.0,43.45,17.1,4.2
5820,58.0,24,22,100.2,68.0,14.0,199.0,3.3,,Lisboa,210.0,,153.0,22.49,47.0,5.5
5821,78.0,17,38,97.3,106.0,11.0,213.0,3.4,,Lisboa,221.0,,184.0,35.9,10.1,4.9
5822,55.0,22,28,99.7,76.0,11.0,248.0,3.3,,Lisboa,243.0,Pastel de Nata,170.0,47.87,11.9,5.3
5823,43.0,18,26,98.5,68.0,9.0,267.0,3.0,,Lisboa,269.0,Pastel de nata,216.0,47.86,144.9,3.8
5824,75.0,17,33,96.8,108.0,10.0,230.0,3.0,,Lisboa,219.0,Pastel De Nata,202.0,20.43,10.8,6.7
5825,74.0,21,34,95.7,58.0,12.0,170.0,3.1,,lisboa,175.0,,198.0,48.92,14.0,4.9
5826,43.0,41,24,101.9,61.0,10.0,205.0,,,Porto,206.0,,238.0,79.03,20.6,5.0
5827,79.0,14,50,99.0,45.0,10.0,265.0,3.5,,Lisboa,272.0,Pastel de Nata,222.0,50.14,13.2,4.2
5828,58.0,26,31,95.7,58.0,13.0,201.0,3.3,,Lisboa,201.0,Pastel de Nata,174.0,30.37,14.7,4.1
5829,64.0,32,23,100.2,63.0,12.0,147.0,3.7,,Porto,152.0,Pastel de nata,214.0,76.79,25.1,6.0
5830,48.0,20,32,97.9,67.0,11.0,199.0,3.0,,Lisboa,201.0,N/A,228.0,48.25,23.7,5.8
5831,46.0,27,29,96.3,99.0,10.0,404.0,3.4,,Lisboa,401.0,Pastel De Nata,186.0,47.77,77.4,6.3
5832,62.0,30,33,100.0,68.0,11.0,247.0,3.3,,Lisboa,246.0,Pastel Nata,222.0,38.31,51.5,4.5
5833,51.0,45,0,100.9,51.0,10.0,138.0,3.5,,Porto,135.0,Pastel Nata,207.0,120.29,55.8,7.2
5834,60.0,35,4,99.7,36.0,10.0,96.0,3.5,,Porto,90.0,,189.0,89.53,22.3,4.6
5835,48.0,21,39,99.2,54.0,9.0,234.0,3.1,,Lisboa,236.0,Pastel Nata,196.0,51.9,177.8,4.7
5836,72.0,41,41,99.5,80.0,9.0,147.0,3.3,,Porto,158.0,Pastel De Nata,298.0,92.31,28.6,7.2
5837,54.0,22,30,95.6,94.0,11.0,248.0,3.3,,Lisboa,236.0,Pastel De Nata,173.0,47.2,43.2,6.6
5838,72.0,47,1,93.3,47.0,13.0,242.0,3.2,,LISBOA,231.0,N/A,183.0,42.23,31.7,9.2
5839,68.0,39,7,98.8,78.0,10.0,279.0,3.3,,Lisboa,271.0,Pastel Nata,162.0,43.9,73.8,5.3
5840,72.0,18,47,99.8,109.0,10.0,239.0,3.1,,Lisboa,245.0,N/A,163.0,34.46,115.9,3.5
5841,53.0,19,37,102.0,51.0,10.0,202.0,3.1,,Lisboa,212.0,Pastel de Nata,203.0,40.36,66.4,4.4
5842,62.0,26,41,95.3,51.0,12.0,185.0,3.1,,Lisboa,180.0,N/A,237.0,25.09,16.2,4.8
5843,43.0,18,33,96.4,105.0,10.0,250.0,3.0,,Lisboa,232.0,N/A,229.0,41.69,11.8,7.0
5844,48.0,32,74,99.1,22.0,11.0,,3.2,,Porto,82.0,Pastel de Nata,336.0,66.68,31.4,6.4
5845,70.0,44,8,98.2,53.0,9.0,182.0,3.3,,Porto,184.0,Pastel De Nata,221.0,96.12,18.1,5.2
5846,50.0,23,25,97.6,57.0,11.0,231.0,3.3,,Lisboa,240.0,Pastel Nata,166.0,56.53,174.2,4.7
5847,52.0,21,39,100.9,153.0,10.0,342.0,3.2,,,342.0,N/A,197.0,51.41,164.3,6.8
5848,75.0,26,21,97.6,110.0,9.0,336.0,3.2,,Lisboa,343.0,Pastel de Nata,218.0,49.05,144.1,4.5
5849,53.0,25,32,98.5,38.0,13.0,116.0,3.4,,Porto,105.0,,234.0,66.89,19.2,5.6
5850,80.0,24,19,96.1,22.0,9.0,213.0,3.3,,Lisboa,224.0,Pastel De Nata,184.0,47.51,41.9,3.5
